"FINESS";"NATURE_PRINCIPALE";"ANNEE_RECEPTION";"NB_EIGS_EN_COURS";"NB_EIGS_CLOTURE";"NB_EIAS_EN_COURS";"NB_EIAS_CLOTURE";"NB_EI_EN_COURS";"NB_EI_CLOTURE"
"300782117";Nutrivigilance;"2023";0;0;0;0;0;0
"300782117";Orthopoxviroses dont variole;"2022";0;0;0;0;0;0
"300782117";Parcours/Coopération interprofessionnelle;"2023";1;0;0;1;0;0
"300782117";Prise en charge chirurgicale;"2023";1;4;0;0;0;0
"300782117";Prise en charge diagnostique;"2021";0;0;0;0;0;0
"300782117";Prise en charge en urgence;"2022";0;0;0;0;0;0
"300782117";Prise en charge médicamenteuse;"2023";0;0;1;0;0;0
"300782117";Prise en charge psychiatrique;"2022";0;0;0;0;0;0
"300782117";Radiovigilance;"2023";0;0;0;0;0;0
"300782117";Suicide;"2023";0;0;1;0;0;0
"300782117";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"300782117";Tuberculose;"2023";0;0;0;0;0;0
"300782190";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"300782216";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"300782216";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"300782216";Mouvements sociaux;"2022";0;0;0;0;0;1
"300783479";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"300783487";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783487";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;2;1
"300783495";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783495";Suicide;"2022";0;0;0;1;0;0
"300783503";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783529";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783529";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"300783537";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2021";0;0;0;1;0;0
"300783537";Evénements/incidents dans une structure autres;"2021";0;0;0;0;0;1
"300783537";Toxi-Infection Alimentaire Collective (TIAC);"2021";0;0;0;0;0;0
"300783552";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783578";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783610";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783610";Présence de Légionelles;"2022";0;0;0;0;0;0
"300783669";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783669";Défaillances techniques;"2023";0;0;0;0;1;1
"300783669";Evénements/incidents dans une structure autres;"2023";0;0;0;0;1;0
"300783669";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"300783669";Prise en charge médicamenteuse;"2023";0;0;1;1;0;0
"300783669";Tensions sur l'offre;"2022";0;0;0;0;0;1
"300783693";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783701";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783701";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"300783743";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783883";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783925";Sinistres;"2021";0;0;0;0;0;1
"300783933";Acte(s) de violence à caractère sexuel;"2021";0;0;0;0;0;1
"300783941";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300783966";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300784113";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"300784675";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300784832";Sinistres;"2021";0;0;0;0;0;1
"300785045";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"300785086";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"300785110";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300785136";Toxi-Infection Alimentaire Collective (TIAC);"2023";0;0;0;0;0;0
"300785144";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300785169";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300785177";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"300785185";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300785193";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"300785284";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300785284";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"300785284";Maltraitance;"2023";0;0;0;0;1;0
"300785318";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"300785367";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"300785508";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"300785524";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"300785565";Chute;"2023";0;0;1;0;0;0
"300785565";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"300785565";Sinistres;"2023";0;0;0;0;1;0
"300786118";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300786159";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300786274";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"300786506";Condition d'exercice et de réglementation;"2021";0;0;0;0;0;1
"300786506";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300786837";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"300787066";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300787082";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"300787090";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300787090";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"300787470";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300787488";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"300787488";Condition d'exercice et de réglementation;"2022";0;0;0;0;0;2
"300787488";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300787488";Evénements/incidents dans une structure autres;"2021";0;0;0;0;0;1
"300787488";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;1
"300787504";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"300788015";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"300788015";Défaillances techniques;"2022";0;0;0;0;0;1
"300788015";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"300788015";Habitat insalubre;"2022";0;0;0;0;0;0
"300788239";Défaillances techniques;"2022";0;0;0;0;0;1
"300788239";Evénements/incidents dans une structure autres;"2021";0;0;0;0;0;1
"300788429";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"300788460";Autres signaux;"2022";0;0;0;0;0;0
"300788460";Condition d'exercice et de réglementation;"2021";0;0;0;0;0;1
"300788460";Défaillances techniques;"2022";0;0;0;0;0;1
"300788460";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;2
"300788460";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"310000310";Autre prise en charge;"2022";0;1;0;0;0;0
"310000310";Chute;"2022";0;0;0;0;0;0
"310000310";Défaillances techniques;"2023";0;0;0;0;1;0
"310000310";GEA - Gastro-entérite Aigue;"2021";0;0;0;0;0;0
"310000310";Légionellose;"2022";0;0;0;0;0;0
"310000310";Prise en charge chirurgicale;"2022";0;1;0;0;0;0
"310000310";RAPASAN (MT ou BMR);"2023";0;0;0;0;0;0
"310000310";Tensions sur l'offre;"2022";0;0;0;0;2;0
"310000310";Tuberculose;"2022";0;0;0;0;0;0
"310000369";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"310000369";Fugue SDRE/SDJ/SDT;"2022";0;0;0;0;0;0
"310000369";Prise en charge psychiatrique;"2023";1;0;0;0;0;0
"310000369";Tensions sur l'offre;"2023";0;0;0;0;1;0
"310000369";Tentative de suicide;"2022";0;1;0;0;0;0
"310000369";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"310003116";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310003116";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;1
"310003116";Maltraitance;"2023";0;0;0;0;0;1
"310004338";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310005848";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310006523";Condition d'exercice et de réglementation;"2022";0;0;0;0;0;1
"310006523";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310006523";Défaillances techniques;"2022";0;0;0;0;0;1
"310006523";Evénements/incidents dans une structure autres;"2022";0;0;0;0;1;0
"310006523";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"310006523";Maltraitance;"2022";0;0;0;0;1;0
"310006523";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;4;2
"310006549";Infection Invasive à Méningocoque (IIM);"2022";0;0;0;0;0;0
"310006697";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310006713";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;2;0
"310006812";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;3;0
"310006945";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310007141";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310007240";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310007364";Vols et falsifications d'ordonnances et de cartes professionnelles;"2021";0;0;0;0;1;0
"310007695";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310008180";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310008339";Acte(s) de violence autres;"2023";0;0;0;0;0;1
"310008339";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310008339";Evénements/incidents dans une structure autres;"2023";0;0;0;0;1;0
"310008362";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310008396";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310008826";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310008859";Parcours/Coopération interprofessionnelle;"2022";0;0;1;0;0;0
"310009048";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310009311";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310009345";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;2;0
"310009394";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310009725";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310009808";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310009881";Vols et falsifications d'ordonnances et de cartes professionnelles;"2021";0;0;0;0;1;0
"310009931";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310010368";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310010368";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;1;0
"310010509";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310010699";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"310010699";Autre prise en charge;"2022";0;0;0;1;0;0
"310010699";Chute;"2022";0;0;0;1;0;0
"310010699";Condition d'exercice et de réglementation;"2022";0;0;0;0;1;0
"310010699";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310010699";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2021";0;0;1;0;0;0
"310010699";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"310010699";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"310010699";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"310011010";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310011077";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310011176";Vols et falsifications d'ordonnances et de cartes professionnelles;"2021";0;0;0;0;1;0
"310011358";Parcours/Coopération interprofessionnelle;"2023";0;0;1;0;0;0
"310011762";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310012158";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"310012174";Vols et falsifications d'ordonnances et de cartes professionnelles;"2021";0;0;0;0;1;0
"310012190";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310012547";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310012695";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310012844";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310012976";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;2;0
"310012992";Addictovigilance;"2023";0;0;0;0;0;0
"310013040";Addictovigilance;"2022";0;0;0;0;0;0
"310013040";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310013065";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310013230";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310013263";Vols et falsifications d'ordonnances et de cartes professionnelles;"2021";0;0;0;0;1;0
"310013388";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310013388";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;1;0
"310013438";Condition d'exercice et de réglementation;"2023";0;0;0;0;0;1
"310013438";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310013446";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310013461";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310013495";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310013529";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310013529";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;0;1
"310013628";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"310013628";Mésothéliome;"2023";0;0;0;0;0;0
"310013628";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;2;0
"310013644";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310013677";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310013743";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310014014";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310014311";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310014576";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310014618";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310014931";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310015060";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310015094";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;2;0
"310015219";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;2;0
"310015219";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310015326";Addictovigilance;"2022";0;0;0;0;0;0
"310015664";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310015797";Vols et falsifications d'ordonnances et de cartes professionnelles;"2021";0;0;0;0;2;0
"310016209";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"310016290";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;1;0
"310016365";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;2;0
"310016381";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310016464";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;1;0
"310016662";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;1;0
"310016662";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;1;0
"310016738";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"310016738";Défaillances techniques;"2023";0;0;0;0;0;1
"310016738";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"310016837";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310016977";Infection invasive à streptocoques A;"2023";0;0;0;0;0;0
"310016977";Légionellose;"2022";0;0;0;0;0;0
"310017033";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310017066";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310017066";Défaillances techniques;"2023";0;0;0;0;0;1
"310017124";Evénements/incidents dans une structure autres;"2023";0;0;0;0;1;0
"310017199";Acte(s) de violence à caractère sexuel;"2021";0;0;0;0;1;0
"310017199";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"310017199";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;1;0;0;0
"310017199";Evénements/incidents dans une structure autres;"2021";0;0;0;0;1;0
"310018007";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"310018049";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"310018163";Autre prise en charge;"2023";0;0;0;1;0;0
"310018163";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310018734";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310018817";Acte(s) de violence autres;"2023";0;0;0;0;0;1
"310018817";Autre prise en charge;"2023";0;0;0;1;0;0
"310018817";Condition d'exercice et de réglementation;"2022";0;0;0;0;1;1
"310018817";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310018817";Défaillances techniques;"2022";0;0;0;0;0;1
"310018817";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"310018817";Prise en charge médicamenteuse;"2021";0;0;1;0;0;0
"310018825";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"310018825";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"310018973";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"310019047";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;1;0
"310019104";Chute;"2022";0;0;0;1;0;0
"310019104";Condition d'exercice et de réglementation;"2021";0;0;0;0;1;0
"310019104";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"310019120";Autre prise en charge;"2022";0;0;1;0;0;0
"310019120";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310019120";Présence de Légionelles;"2023";0;0;0;0;0;0
"310019351";Mésothéliome;"2022";0;0;0;0;0;0
"310019351";Tuberculose;"2022";0;0;0;0;0;0
"310019351";Tularémie;"2022";0;0;0;0;0;0
"310019385";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"310019385";Tentative de suicide;"2022";0;0;1;0;0;0
"310019591";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310019591";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;1;0
"310019641";Acte(s) de violence autres;"2023";0;0;0;0;4;0
"310019641";Condition d'exercice et de réglementation;"2022";0;0;0;0;1;0
"310019641";Dispositif médical;"2021";0;0;0;1;0;0
"310019641";Evénements/incidents dans une structure autres;"2022";0;0;0;0;1;0
"310019641";Fausse route;"2022";0;0;1;0;0;0
"310019641";Maltraitance;"2021";0;0;0;0;1;0
"310019641";Prise en charge médicamenteuse;"2023";0;0;1;0;0;0
"310019773";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;1;0
"310019807";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;1;0
"310019922";Acte(s) de violence à caractère sexuel;"2021";0;0;0;0;1;0
"310020284";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"310020300";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"310020300";Autre prise en charge;"2022";0;0;0;1;0;0
"310020300";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310020300";Parcours/Coopération interprofessionnelle;"2022";0;0;0;1;0;0
"310020797";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310020797";Tensions sur l'offre;"2023";0;0;0;0;0;1
"310020805";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310020805";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"310020805";IRA - Infection Respiratoire Aigue_V1;"2022";0;0;0;0;0;0
"310020938";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"310020938";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"310020946";Maltraitance;"2023";0;0;0;0;0;1
"310021423";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310021449";Condition d'exercice et de réglementation;"2023";0;0;0;0;1;0
"310021456";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"310021456";Condition d'exercice et de réglementation;"2023";0;0;0;0;0;1
"310021456";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"310021456";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;1
"310021456";Gale;"2022";0;0;0;0;0;0
"310021456";Prise en charge médicamenteuse;"2023";0;0;1;0;0;0
"310021522";Condition d'exercice et de réglementation;"2023";0;0;0;0;1;0
"310021522";Evénements/incidents dans une structure autres;"2023";0;0;0;0;1;0
"310021571";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"310021571";Infection associée aux soins (IAS) en ES;"2023";0;0;0;1;0;0
"310021605";Maltraitance;"2023";0;0;0;0;1;0
"310021605";Présence de Légionelles;"2022";0;0;0;0;0;0
"310022223";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310022223";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"310022264";Condition d'exercice et de réglementation;"2021";0;0;0;0;1;0
"310022264";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310022298";Intoxication au CO;"2022";0;0;0;0;0;0
"310022298";Tensions sur l'offre;"2022";0;0;0;0;1;0
"310022504";Hépatite A;"2021";0;0;0;0;0;0
"310022504";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"310022785";Dengue;"2022";0;0;0;0;0;0
"310022785";Hépatite A;"2023";0;0;0;0;0;0
"310022801";Infection associée aux soins (IAS) hors ES;"2023";0;0;0;3;0;0
"310022884";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310022884";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2023";0;0;1;0;0;0
"310022884";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"310022884";Prise en charge en urgence;"2022";0;0;0;1;0;0
"310023064";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310023064";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"310023064";Situations conflictuelles avec un ou des tiers;"2021";0;0;0;0;1;0
"310023064";Sécurité des établissements et des organismes;"2023";0;0;0;0;1;0
"310023072";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310023072";Mouvements sociaux;"2023";0;0;0;0;2;0
"310023080";Maltraitance;"2023";0;0;0;0;0;1
"310023148";Hépatite A;"2022";0;0;0;0;0;0
"310023478";Hépatite A;"2022";0;0;0;0;0;0
"310023585";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"310024054";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310024518";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"310025077";Prise en charge psychiatrique;"2023";0;0;1;0;0;0
"310025184";Infection associée aux soins (IAS) en ES;"2022";0;0;0;1;0;0
"310025267";Dengue;"2023";0;0;0;0;0;0
"310025283";Saturnisme enfant;"2023";0;0;0;0;0;0
"310025309";Rougeole;"2023";0;0;0;0;0;0
"310025333";Légionellose;"2021";0;0;0;0;0;0
"310025333";Mésothéliome;"2023";0;0;0;0;0;0
"310025333";Radiovigilance;"2022";0;0;0;0;0;0
"310025523";Mésothéliome;"2023";0;0;0;0;0;0
"310025879";Maltraitance;"2022";0;0;0;0;1;0
"310025895";Prise en charge des cancers;"2022";0;0;0;1;0;0
"310026083";Mouvements sociaux;"2022";0;0;0;0;1;0
"310026505";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"310026539";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"310026927";Autre prise en charge;"2022";0;0;0;0;0;0
"310026927";Infection invasive à streptocoques A;"2023";0;0;0;0;0;0
"310026927";Prise en charge médicamenteuse;"2022";0;2;0;0;0;0
"310026927";Radiovigilance;"2023";0;0;0;0;0;0
"310026927";Tensions sur l'offre;"2023";0;0;0;0;2;0
"310027958";Prise en charge médicamenteuse;"2022";1;0;0;0;0;0
"310031299";Dengue;"2021";0;0;0;0;0;0
"310031299";Infection associée aux soins (IAS) en ES;"2021";0;0;0;1;0;0
"310031299";Tuberculose;"2022";0;0;0;0;0;0
"310031570";Infection associée aux soins (IAS) en ES;"2023";0;0;0;3;0;0
"310032008";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310032412";Infection associée aux soins (IAS) en ES;"2023";0;0;1;0;0;0
"310032412";Infection associée aux soins (IAS) hors ES;"2023";0;0;2;0;0;0
"310032446";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310033246";Autre prise en charge;"2023";1;0;0;0;0;0
"310034335";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"310780143";Autre prise en charge;"2023";1;0;0;0;0;0
"310780143";Fausse route;"2023";1;0;0;0;0;0
"310780143";Prise en charge psychiatrique;"2021";0;1;0;0;0;0
"310780150";Autre prise en charge;"2022";0;1;0;0;0;0
"310780150";Sécurité des réseaux et cyberattaques;"2023";0;0;0;0;1;0
"310780234";Autre prise en charge;"2022";0;1;0;0;0;0
"310780259";Infection associée aux soins (IAS) en ES;"2023";0;0;0;3;0;0
"310780259";Légionellose;"2022";0;0;0;0;0;0
"310780259";Radiovigilance;"2023";0;0;0;0;0;0
"310780259";Zika;"2023";0;0;0;0;0;0
"310780283";Chute;"2023";0;0;1;0;0;0
"310780283";Evénements/incidents dans une structure autres;"2021";0;0;0;0;1;0
"310780283";Infection associée aux soins (IAS) en ES;"2023";0;0;0;2;0;0
"310780283";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;1;0
"310780283";Sécurité des réseaux et cyberattaques;"2023";0;0;0;0;1;0
"310780283";Tensions sur l'offre;"2023";0;0;0;0;3;0
"310780283";Tuberculose;"2022";0;0;0;0;0;0
"310780358";Suicide;"2023";1;0;1;0;0;0
"310780366";Infection associée aux soins (IAS) en ES;"2022";0;0;0;0;0;0
"310780374";Toxi-Infection Alimentaire Collective (TIAC);"2023";0;0;0;0;0;0
"310780382";Défaillances techniques;"2023";0;0;0;0;1;0
"310780382";Matériovigilance;"2023";0;0;0;0;0;0
"310780382";Orthopoxviroses dont variole;"2022";0;0;0;0;0;0
"310780382";Parcours/Coopération interprofessionnelle;"2023";1;0;0;0;0;0
"310780382";Prise en charge périnatale;"2022";0;0;0;0;0;0
"310780382";Tensions sur l'offre;"2022";0;0;0;0;2;0
